"","ensemblID","reactomeID","pwDesc"
"380","ENSBTAP00000005323","R-BTA-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"381","ENSBTAP00000005323","R-BTA-2426168","Activation of gene expression by SREBF (SREBP)"
"382","ENSBTAP00000005323","R-BTA-556833","Metabolism of lipids and lipoproteins"
"383","ENSBTAP00000005618","R-BTA-156580","Phase II conjugation"
"384","ENSBTAP00000005618","R-BTA-1430728","Metabolism"
"385","ENSBTAP00000005618","R-BTA-156590","Glutathione conjugation"
"386","ENSBTAP00000005618","R-BTA-211859","Biological oxidations"
"387","ENSBTAP00000005672","R-BTA-6811434","COPI-dependent Golgi-to-ER retrograde traffic"
"388","ENSBTAP00000005672","R-BTA-8856688","Golgi-to-ER retrograde transport"
"389","ENSBTAP00000005672","R-BTA-446203","Asparagine N-linked glycosylation"
"390","ENSBTAP00000005672","R-BTA-392499","Metabolism of proteins"
"391","ENSBTAP00000005672","R-BTA-199977","ER to Golgi Anterograde Transport"
"392","ENSBTAP00000005672","R-BTA-199991","Membrane Trafficking"
"393","ENSBTAP00000005672","R-BTA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic"
"394","ENSBTAP00000005672","R-BTA-597592","Post-translational protein modification"
"395","ENSBTAP00000005672","R-BTA-5653656","Vesicle-mediated transport"
"396","ENSBTAP00000005672","R-BTA-6807878","COPI-mediated anterograde transport"
"397","ENSBTAP00000005672","R-BTA-948021","Transport to the Golgi and subsequent modification"
"398","ENSBTAP00000006892","R-BTA-373076","Class A/1 (Rhodopsin-like receptors)"
"399","ENSBTAP00000006892","R-BTA-416476","G alpha (q) signalling events"
"400","ENSBTAP00000006892","R-BTA-375276","Peptide ligand-binding receptors"
"401","ENSBTAP00000006892","R-BTA-388396","GPCR downstream signaling"
"402","ENSBTAP00000006892","R-BTA-162582","Signal Transduction"
"403","ENSBTAP00000006892","R-BTA-372790","Signaling by GPCR"
"404","ENSBTAP00000006892","R-BTA-500792","GPCR ligand binding"
"405","ENSBTAP00000006892","R-BTA-416476","G alpha (q) signalling events"
"406","ENSBTAP00000006892","R-BTA-881907","Gastrin-CREB signalling pathway via PKC and MAPK"
"407","ENSBTAP00000007571","R-BTA-72203","Processing of Capped Intron-Containing Pre-mRNA"
"408","ENSBTAP00000007571","R-BTA-72163","mRNA Splicing - Major Pathway"
"409","ENSBTAP00000007571","R-BTA-72172","mRNA Splicing"
"410","ENSBTAP00000007571","R-BTA-74160","Gene Expression"
"411","ENSBTAP00000007832","R-BTA-72649","Translation initiation complex formation"
"412","ENSBTAP00000007832","R-BTA-72613","Eukaryotic Translation Initiation"
"413","ENSBTAP00000007832","R-BTA-72702","Ribosomal scanning and start codon recognition"
"414","ENSBTAP00000007832","R-BTA-382551","Transmembrane transport of small molecules"
"415","ENSBTAP00000007832","R-BTA-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs"
"416","ENSBTAP00000007832","R-BTA-72695","Formation of the ternary complex"
"417","ENSBTAP00000007832","R-BTA-72731","Recycling of eIF2:GDP"
"418","ENSBTAP00000007832","R-BTA-72737","Cap-dependent Translation Initiation"
"419","ENSBTAP00000007832","R-BTA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"420","ENSBTAP00000007832","R-BTA-72766","Translation"
"421","ENSBTAP00000007832","R-BTA-156827","L13a-mediated translational silencing of Ceruloplasmin expression"
"422","ENSBTAP00000007832","R-BTA-392499","Metabolism of proteins"
"423","ENSBTAP00000007832","R-BTA-382556","ABC-family proteins mediated transport"
"424","ENSBTAP00000007832","R-BTA-74160","Gene Expression"
"425","ENSBTAP00000008153","R-BTA-1489509","DAG and IP3 signaling"
"426","ENSBTAP00000008153","R-BTA-977444","GABA B receptor activation"
"427","ENSBTAP00000008153","R-BTA-163359","Glucagon signaling in metabolic regulation"
"428","ENSBTAP00000008153","R-BTA-991365","Activation of GABAB receptors"
"429","ENSBTAP00000008153","R-BTA-164378","PKA activation in glucagon signalling"
"430","ENSBTAP00000008153","R-BTA-997269","Inhibition of adenylate cyclase pathway"
"431","ENSBTAP00000008153","R-BTA-170670","Adenylate cyclase inhibitory pathway"
"432","ENSBTAP00000008153","R-BTA-177929","Signaling by EGFR"
"433","ENSBTAP00000008153","R-BTA-111931","PKA-mediated phosphorylation of CREB"
"434","ENSBTAP00000008153","R-BTA-163615","PKA activation"
"435","ENSBTAP00000008153","R-BTA-111997","CaM pathway"
"436","ENSBTAP00000008153","R-BTA-111996","Ca-dependent events"
"437","ENSBTAP00000008153","R-BTA-112043","PLC beta mediated events"
"438","ENSBTAP00000008153","R-BTA-977443","GABA receptor activation"
"439","ENSBTAP00000008153","R-BTA-112040","G-protein mediated events"
"440","ENSBTAP00000008153","R-BTA-166520","Signalling by NGF"
"441","ENSBTAP00000008153","R-BTA-445717","Aquaporin-mediated transport"
"442","ENSBTAP00000008153","R-BTA-5654696","Downstream signaling of activated FGFR2"
"443","ENSBTAP00000008153","R-BTA-5610787","Hedgehog 'off' state"
"444","ENSBTAP00000008153","R-BTA-5654221","Phospholipase C-mediated cascade"
"445","ENSBTAP00000008153","R-BTA-111933","Calmodulin induced events"
"446","ENSBTAP00000008153","R-BTA-111997","CaM pathway"
"447","ENSBTAP00000008153","R-BTA-186763","Downstream signal transduction"
"448","ENSBTAP00000008153","R-BTA-163685","Integration of energy metabolism"
"449","ENSBTAP00000008153","R-BTA-5654219","Phospholipase C-mediated cascade: FGFR1"
"450","ENSBTAP00000008153","R-BTA-163615","PKA activation"
"451","ENSBTAP00000008153","R-BTA-5654687","Downstream signaling of activated FGFR1"
"452","ENSBTAP00000008153","R-BTA-111931","PKA-mediated phosphorylation of CREB"
"453","ENSBTAP00000008153","R-BTA-2424491","DAP12 signaling"
"454","ENSBTAP00000008153","R-BTA-5654741","Signaling by FGFR3"
"455","ENSBTAP00000008153","R-BTA-170660","Adenylate cyclase activating pathway"
"456","ENSBTAP00000008153","R-BTA-112315","Transmission across Chemical Synapses"
"457","ENSBTAP00000008153","R-BTA-167021","PLC-gamma1 signalling"
"458","ENSBTAP00000008153","R-BTA-1430728","Metabolism"
"459","ENSBTAP00000008153","R-BTA-382551","Transmembrane transport of small molecules"
"460","ENSBTAP00000008153","R-BTA-168256","Immune System"
"461","ENSBTAP00000008153","R-BTA-5654708","Downstream signaling of activated FGFR3"
"462","ENSBTAP00000008153","R-BTA-2172127","DAP12 interactions"
"463","ENSBTAP00000008153","R-BTA-5654736","Signaling by FGFR1"
"464","ENSBTAP00000008153","R-BTA-170670","Adenylate cyclase inhibitory pathway"
"465","ENSBTAP00000008153","R-BTA-5654228","Phospholipase C-mediated cascade"
"466","ENSBTAP00000008153","R-BTA-111933","Calmodulin induced events"
"467","ENSBTAP00000008153","R-BTA-388396","GPCR downstream signaling"
"468","ENSBTAP00000008153","R-BTA-5654716","Downstream signaling of activated FGFR4"
"469","ENSBTAP00000008153","R-BTA-186797","Signaling by PDGF"
"470","ENSBTAP00000008153","R-BTA-372790","Signaling by GPCR"
"471","ENSBTAP00000008153","R-BTA-5654738","Signaling by FGFR2"
"472","ENSBTAP00000008153","R-BTA-5654227","Phospholipase C-mediated cascade"
"473","ENSBTAP00000008153","R-BTA-112314","Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"
"474","ENSBTAP00000008153","R-BTA-418555","G alpha (s) signalling events"
"475","ENSBTAP00000008153","R-BTA-432040","Vasopressin regulates renal water homeostasis via Aquaporins"
"476","ENSBTAP00000008153","R-BTA-112316","Neuronal System"
"477","ENSBTAP00000008153","R-BTA-162582","Signal Transduction"
"478","ENSBTAP00000008153","R-BTA-212718","EGFR interacts with phospholipase C-gamma"
"479","ENSBTAP00000008153","R-BTA-418597","G alpha (z) signalling events"
"480","ENSBTAP00000008153","R-BTA-168249","Innate Immune System"
"481","ENSBTAP00000008153","R-BTA-5654743","Signaling by FGFR4"
"482","ENSBTAP00000008153","R-BTA-190236","Signaling by FGFR"
"483","ENSBTAP00000008153","R-BTA-111885","Opioid Signalling"
"484","ENSBTAP00000008153","R-BTA-5358351","Signaling by Hedgehog"
"485","ENSBTAP00000008153","R-BTA-187037","NGF signalling via TRKA from the plasma membrane"
"486","ENSBTAP00000008907","R-BTA-70614","Amino acid synthesis and interconversion (transamination)"
"487","ENSBTAP00000008907","R-BTA-977347","Serine biosynthesis"
"488","ENSBTAP00000008907","R-BTA-71291","Metabolism of amino acids and derivatives"
"489","ENSBTAP00000008907","R-BTA-1430728","Metabolism"
"490","ENSBTAP00000009059","R-BTA-112315","Transmission across Chemical Synapses"
"491","ENSBTAP00000009059","R-BTA-112316","Neuronal System"
"492","ENSBTAP00000009059","R-BTA-1296065","Inwardly rectifying K+ channels"
"493","ENSBTAP00000009059","R-BTA-1296059","G protein gated Potassium channels"
"494","ENSBTAP00000009059","R-BTA-1296041","Activation of G protein gated Potassium channels"
"495","ENSBTAP00000009059","R-BTA-977443","GABA receptor activation"
"496","ENSBTAP00000009059","R-BTA-1296071","Potassium Channels"
"497","ENSBTAP00000009059","R-BTA-112314","Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"
"498","ENSBTAP00000009059","R-BTA-977444","GABA B receptor activation"
"499","ENSBTAP00000009059","R-BTA-991365","Activation of GABAB receptors"
"500","ENSBTAP00000009059","R-BTA-997272","Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits"
"501","ENSBTAP00000009379","R-BTA-68886","M Phase"
"502","ENSBTAP00000009379","R-BTA-69278","Cell Cycle"
"503","ENSBTAP00000009379","R-BTA-1640170","Cell Cycle"
"504","ENSBTAP00000009379","R-BTA-68875","Mitotic Prophase"
"505","ENSBTAP00000009379","R-BTA-2465910","MASTL Facilitates Mitotic Progression"
"506","ENSBTAP00000009643","R-BTA-1428517","The citric acid (TCA) cycle and respiratory electron transport"
"507","ENSBTAP00000009643","R-BTA-1430728","Metabolism"
"508","ENSBTAP00000009643","R-BTA-163200","Respiratory electron transport"
"509","ENSBTAP00000009643","R-BTA-163210","Formation of ATP by chemiosmotic coupling"
"510","ENSBTAP00000009923","R-BTA-70614","Amino acid synthesis and interconversion (transamination)"
"511","ENSBTAP00000009923","R-BTA-71291","Metabolism of amino acids and derivatives"
"512","ENSBTAP00000009923","R-BTA-1430728","Metabolism"
"513","ENSBTAP00000010103","R-BTA-196849","Metabolism of water-soluble vitamins and cofactors"
"514","ENSBTAP00000010103","R-BTA-196854","Metabolism of vitamins and cofactors"
"515","ENSBTAP00000010103","R-BTA-1430728","Metabolism"
"516","ENSBTAP00000010103","R-BTA-69278","Cell Cycle"
"517","ENSBTAP00000010103","R-BTA-453279","Mitotic G1-G1/S phases"
"518","ENSBTAP00000010103","R-BTA-196757","Metabolism of folate and pterines"
"519","ENSBTAP00000010103","R-BTA-69206","G1/S Transition"
"520","ENSBTAP00000010103","R-BTA-1640170","Cell Cycle"
"521","ENSBTAP00000010103","R-BTA-113510","E2F mediated regulation of DNA replication"
"522","ENSBTAP00000010103","R-BTA-69205","G1/S-Specific Transcription"
"523","ENSBTAP00000010310","R-BTA-1483213","Synthesis of PE"
"524","ENSBTAP00000010310","R-BTA-1430728","Metabolism"
"525","ENSBTAP00000010310","R-BTA-1483257","Phospholipid metabolism"
"526","ENSBTAP00000010310","R-BTA-556833","Metabolism of lipids and lipoproteins"
"527","ENSBTAP00000010310","R-BTA-1483206","Glycerophospholipid biosynthesis"
"528","ENSBTAP00000010485","R-BTA-162582","Signal Transduction"
"529","ENSBTAP00000010485","R-BTA-5362517","Signaling by Retinoic Acid"
"530","ENSBTAP00000010485","R-BTA-5365859","RA biosynthesis pathway"
"531","ENSBTAP00000012497","R-BTA-1280215","Cytokine Signaling in Immune system"
"532","ENSBTAP00000012497","R-BTA-449147","Signaling by Interleukins"
"533","ENSBTAP00000012497","R-BTA-1433557","Signaling by SCF-KIT"
"534","ENSBTAP00000012497","R-BTA-451927","Interleukin-2 signaling"
"535","ENSBTAP00000012497","R-BTA-186797","Signaling by PDGF"
"536","ENSBTAP00000012497","R-BTA-2586552","Signaling by Leptin"
"537","ENSBTAP00000012497","R-BTA-186763","Downstream signal transduction"
"538","ENSBTAP00000012497","R-BTA-162582","Signal Transduction"
"539","ENSBTAP00000012497","R-BTA-512988","Interleukin-3"
"540","ENSBTAP00000012497","R-BTA-982772","Growth hormone receptor signaling"
"541","ENSBTAP00000012497","R-BTA-168256","Immune System"
"542","ENSBTAP00000013354","R-BTA-196854","Metabolism of vitamins and cofactors"
"543","ENSBTAP00000013354","R-BTA-3000480","Scavenging by Class A Receptors"
"544","ENSBTAP00000013354","R-BTA-174800","Chylomicron-mediated lipid transport"
"545","ENSBTAP00000013354","R-BTA-1430728","Metabolism"
"546","ENSBTAP00000013354","R-BTA-162582","Signal Transduction"
"547","ENSBTAP00000013354","R-BTA-2173782","Binding and Uptake of Ligands by Scavenger Receptors"
"548","ENSBTAP00000013354","R-BTA-975634","Retinoid metabolism and transport"
"549","ENSBTAP00000013354","R-BTA-174824","Lipoprotein metabolism"
"550","ENSBTAP00000013354","R-BTA-5653656","Vesicle-mediated transport"
"551","ENSBTAP00000013354","R-BTA-556833","Metabolism of lipids and lipoproteins"
"552","ENSBTAP00000013354","R-BTA-73923","Lipid digestion"
"553","ENSBTAP00000013354","R-BTA-2187338","Visual phototransduction"
"554","ENSBTAP00000013354","R-BTA-194223","HDL-mediated lipid transport"
"555","ENSBTAP00000013354","R-BTA-6806667","Metabolism of fat-soluble vitamins"
"556","ENSBTAP00000017588","R-BTA-6811434","COPI-dependent Golgi-to-ER retrograde traffic"
"557","ENSBTAP00000017588","R-BTA-8856688","Golgi-to-ER retrograde transport"
"558","ENSBTAP00000017588","R-BTA-446203","Asparagine N-linked glycosylation"
"559","ENSBTAP00000017588","R-BTA-392499","Metabolism of proteins"
"560","ENSBTAP00000017588","R-BTA-199977","ER to Golgi Anterograde Transport"
"561","ENSBTAP00000017588","R-BTA-199991","Membrane Trafficking"
"562","ENSBTAP00000017588","R-BTA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic"
"563","ENSBTAP00000017588","R-BTA-597592","Post-translational protein modification"
"564","ENSBTAP00000017588","R-BTA-5653656","Vesicle-mediated transport"
"565","ENSBTAP00000017588","R-BTA-6807878","COPI-mediated anterograde transport"
"566","ENSBTAP00000017588","R-BTA-948021","Transport to the Golgi and subsequent modification"
"567","ENSBTAP00000018248","R-BTA-500753","Pyrimidine biosynthesis"
"568","ENSBTAP00000018248","R-BTA-73848","Pyrimidine metabolism"
"569","ENSBTAP00000018248","R-BTA-1430728","Metabolism"
"570","ENSBTAP00000018248","R-BTA-15869","Metabolism of nucleotides"
"571","ENSBTAP00000019066","R-BTA-1630316","Glycosaminoglycan metabolism"
"572","ENSBTAP00000019066","R-BTA-71387","Metabolism of carbohydrates"
"573","ENSBTAP00000019066","R-BTA-1430728","Metabolism"
"574","ENSBTAP00000019066","R-BTA-1638074","Keratan sulfate/keratin metabolism"
"575","ENSBTAP00000019066","R-BTA-2022854","Keratan sulfate biosynthesis"
"576","ENSBTAP00000019066","R-BTA-2022857","Keratan sulfate degradation"
"577","ENSBTAP00000022411","R-BTA-1280218","Adaptive Immune System"
"578","ENSBTAP00000022411","R-BTA-1266738","Developmental Biology"
"579","ENSBTAP00000022411","R-BTA-1280215","Cytokine Signaling in Immune system"
"580","ENSBTAP00000022411","R-BTA-1236394","Signaling by ERBB4"
"581","ENSBTAP00000022411","R-BTA-180336","SHC1 events in EGFR signaling"
"582","ENSBTAP00000022411","R-BTA-109581","Apoptosis"
"583","ENSBTAP00000022411","R-BTA-194138","Signaling by VEGF"
"584","ENSBTAP00000022411","R-BTA-5653656","Vesicle-mediated transport"
"585","ENSBTAP00000022411","R-BTA-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"
"586","ENSBTAP00000022411","R-BTA-109703","PKB-mediated events"
"587","ENSBTAP00000022411","R-BTA-2871796","FCERI mediated MAPK activation"
"588","ENSBTAP00000022411","R-BTA-109704","PI3K Cascade"
"589","ENSBTAP00000022411","R-BTA-177929","Signaling by EGFR"
"590","ENSBTAP00000022411","R-BTA-109606","Intrinsic Pathway for Apoptosis"
"591","ENSBTAP00000022411","R-BTA-1250347","SHC1 events in ERBB4 signaling"
"592","ENSBTAP00000022411","R-BTA-5684996","MAPK1/MAPK3 signaling"
"593","ENSBTAP00000022411","R-BTA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex"
"594","ENSBTAP00000022411","R-BTA-5625740","RHO GTPases activate PKNs"
"595","ENSBTAP00000022411","R-BTA-912526","Interleukin receptor SHC signaling"
"596","ENSBTAP00000022411","R-BTA-69620","Cell Cycle Checkpoints"
"597","ENSBTAP00000022411","R-BTA-5673001","RAF/MAP kinase cascade"
"598","ENSBTAP00000022411","R-BTA-2454202","Fc epsilon receptor (FCERI) signaling"
"599","ENSBTAP00000022411","R-BTA-166520","Signalling by NGF"
"600","ENSBTAP00000022411","R-BTA-74160","Gene Expression"
"601","ENSBTAP00000022411","R-BTA-1445148","Translocation of GLUT4 to the plasma membrane"
"602","ENSBTAP00000022411","R-BTA-5654696","Downstream signaling of activated FGFR2"
"603","ENSBTAP00000022411","R-BTA-1433557","Signaling by SCF-KIT"
"604","ENSBTAP00000022411","R-BTA-449147","Signaling by Interleukins"
"605","ENSBTAP00000022411","R-BTA-186763","Downstream signal transduction"
"606","ENSBTAP00000022411","R-BTA-179812","GRB2 events in EGFR signaling"
"607","ENSBTAP00000022411","R-BTA-199991","Membrane Trafficking"
"608","ENSBTAP00000022411","R-BTA-5654687","Downstream signaling of activated FGFR1"
"609","ENSBTAP00000022411","R-BTA-109703","PKB-mediated events"
"610","ENSBTAP00000022411","R-BTA-1640170","Cell Cycle"
"611","ENSBTAP00000022411","R-BTA-2424491","DAP12 signaling"
"612","ENSBTAP00000022411","R-BTA-69473","G2/M DNA damage checkpoint"
"613","ENSBTAP00000022411","R-BTA-74751","Insulin receptor signalling cascade"
"614","ENSBTAP00000022411","R-BTA-2028269","Signaling by Hippo"
"615","ENSBTAP00000022411","R-BTA-195258","RHO GTPase Effectors"
"616","ENSBTAP00000022411","R-BTA-69481","G2/M Checkpoints"
"617","ENSBTAP00000022411","R-BTA-5683057","MAPK family signaling cascades"
"618","ENSBTAP00000022411","R-BTA-451927","Interleukin-2 signaling"
"619","ENSBTAP00000022411","R-BTA-187687","Signalling to ERKs"
"620","ENSBTAP00000022411","R-BTA-5654741","Signaling by FGFR3"
"621","ENSBTAP00000022411","R-BTA-170984","ARMS-mediated activation"
"622","ENSBTAP00000022411","R-BTA-375165","NCAM signaling for neurite out-growth"
"623","ENSBTAP00000022411","R-BTA-169893","Prolonged ERK activation events"
